day	avg_size	avg_speed	avg_senserange	n_creatures
991	980	3884	1072	31
992	981	3881	1072	35
993	980	3888	1069	32
994	978	3897	1070	29
995	977	3897	1070	30
996	977	3907	1068	35
997	977	3909	1067	37
998	977	3916	1065	37
999	976	3913	1065	27
1000	976	3918	1067	27
1001	975	3914	1067	31
1002	974	3918	1067	29
1003	974	3916	1066	30
1004	974	3916	1065	38
1005	974	3924	1065	35
1006	973	3928	1065	29
1007	972	3931	1066	32
1008	970	3933	1065	26
1009	971	3933	1066	32
1010	970	3938	1067	36
1011	969	3953	1068	31
1012	968	3951	1068	27
1013	968	3956	1068	31
1014	967	3965	1068	31
1015	967	3967	1068	32
1016	967	3969	1068	32
1017	967	3964	1069	30
1018	967	3967	1068	32
1019	967	3970	1068	34
1020	967	3968	1068	31
1021	967	3971	1069	31
1022	967	3976	1068	32
1023	969	3976	1067	26
1024	969	3974	1066	29
1025	969	3972	1067	28
1026	969	3969	1069	31
1027	968	3968	1068	31
1028	968	3968	1067	28
1029	969	3967	1068	29
1030	970	3965	1069	29
1031	970	3965	1070	29
1032	970	3964	1071	30
1033	970	3965	1072	30
1034	970	3965	1072	31
1035	969	3965	1072	31
1036	969	3962	1072	32
1037	969	3960	1074	33
1038	969	3960	1075	29
1039	969	3959	1074	31
1040	969	3954	1074	31
1041	970	3951	1073	33
1042	970	3955	1074	32
1043	972	3959	1074	32
1044	969	3963	1076	29
1045	968	3970	1074	31
1046	968	3971	1071	33
1047	966	3968	1069	28
1048	963	3969	1071	26
1049	963	3969	1071	28
1050	962	3968	1072	34
1051	961	3971	1074	28
1052	962	3972	1072	30
1053	960	3974	1070	31
1054	960	3980	1070	34
1055	961	3983	1073	29
1056	962	3982	1075	29
1057	960	3980	1075	30
1058	960	3983	1074	33
1059	961	3987	1072	29
1060	962	3991	1071	28
1061	962	3996	1074	29
1062	961	3998	1070	32
1063	961	3996	1069	30
1064	960	3998	1070	32
1065	961	4003	1070	33
1066	963	4002	1069	32
1067	961	4006	1071	27
1068	960	4008	1073	29
1069	961	4008	1074	35
